x,y
0.7048057218128402,-0.46806427742360945
-1.308381128801642,-3.5655762765109684
-0.19028479760202366,-2.504854862926419
0.6647631205676361,0.6431887279901559
0.2910047403190445,0.8733063348246185
0.8200322764677427,2.3156530002709834
-0.927063028481084,-2.8784611299082696
0.07852859974417249,-0.6333630916366724
1.8529781583492213,3.0763964071614547
0.6570690592276749,0.6694536909986863
1.4660732013310596,4.224191382980265
0.7017767574051456,2.003822732004055
2.061325650783754,4.488163781397529
-1.6844176841547431,-4.459330823770825
0.20718020887290783,0.4968641772044722
-0.6345847663193732,-2.7988926389113082
-0.7473992271227713,-1.575007289119728
0.4849280196388807,-0.619010175510636
-0.6439185197439296,-0.8574910330047036
1.406334293026565,2.8211566475872605
0.12134211505581313,1.2149874696009497
-0.12429387053634836,0.8883383625090846
0.0006254271783708787,-0.7186857296470599
0.717849713835861,0.68096598870975
0.726193898180616,0.7659260145156717
-1.2113841042428162,-2.082297657542882
-1.3144922923679496,-3.5233850447154884
0.593939983381062,0.38187002054611496
0.7716487173956387,1.0414247358228468
0.5572160259053235,-1.3647932248652104
1.5995742715936467,2.811552004764903
0.6931676411429357,2.575082984720204
0.4151461784708769,2.1045136205725106
-0.06764155923864523,0.46262147152646915
0.10919506092740322,1.7392215573653318
-1.2576180090194857,-1.6691386835880602
-1.0790928481707824,-2.336754563685853
1.0123818500249544,2.2398328345849694
-0.9455110710594454,-1.4608944357931006
1.4190015867301957,1.25090943319055
1.9873159292741722,1.2142155648503201
1.344300674369646,1.3052173818362651
-1.2930095083756226,-2.901187820004831
-0.9630454326638166,-0.6503048136876894
0.4016175124823176,1.1268284712926493
0.6882167282885029,1.6962844557064551
0.40535772037334084,1.0796093818340755
-0.9462877492499279,-3.2224274137527606
0.7801190088213649,1.8003587689977034
1.3261808667450024,2.027562231397663
8.0,-7.0
7.9,-7.3
